timestep,demand_th,demand_el,pv,wind,temperature
7806,0.2042691343,53043,0.00E+000,4.80E-003,-0.7
7807,0.2257156899,59744,0.00E+000,4.80E-003,-0.8
7808,0.2118903917,66504,0.00E+000,4.80E-003,-0.8
7809,0.1900615357,68155,1.16E-002,4.80E-003,-1.1
7810,0.1728708271,68337,2.56E-002,1.39E-004,-0.3
7811,0.1582270583,69154,6.70E-002,4.80E-003,1.4
7812,0.1478533779,70331,7.61E-002,4.79E-003,2.7
7813,0.142336437,69830,6.45E-002,4.78E-003,4.2
7814,0.140784323,69375,4.13E-002,1.39E-004,4.0
7815,0.1427002269,68662,3.64E-002,1.38E-004,3.8
7816,0.1486978514,68211,9.10E-003,1.38E-004,4.2
7817,0.1615089486,69901,0.00E+000,1.39E-004,4.0
7818,0.1753960241,73241,0.00E+000,4.80E-003,4.1
7819,0.1839696401,72794,0.00E+000,2.89E-002,4.5
7820,0.1761773446,70457,0.00E+000,4.84E-003,3.8
7821,0.1596703393,66201,0.00E+000,8.04E-002,4.2
7822,0.1281490191,63060,0.00E+000,8.06E-002,4.9
7823,0.0919349314,60877,0.00E+000,2.90E-002,5.7
7824,0.0866685749,55987,0.00E+000,4.87E-003,5.7
7825,0.131751677,52302,0.00E+000,1.41E-004,6.1
7826,0.1345304574,50436,0.00E+000,1.40E-004,6.3
7827,0.1407003534,49666,0.00E+000,4.85E-003,6.4
7828,0.1560542619,50493,0.00E+000,4.86E-003,6.8
7829,0.1950236241,51590,0.00E+000,1.41E-004,6.8
7830,0.2683685216,54332,0.00E+000,1.41E-004,7.4
7831,0.3175430881,61419,0.00E+000,0.00E+000,7.5
7832,0.2973212951,68170,0.00E+000,4.89E-003,8.0
7833,0.2745671369,69990,2.07E-002,1.42E-004,8.2
7834,0.2556454262,70292,4.80E-002,0.00E+000,7.9
7835,0.2358092329,71583,7.77E-002,0.00E+000,7.8
7836,0.2244171627,73247,8.52E-002,4.89E-003,7.5
7837,0.2184039591,72587,8.27E-002,4.87E-003,8.0
7838,0.2185321065,72436,6.45E-002,1.41E-004,8.5
7839,0.2212623474,71819,3.23E-002,1.41E-004,8.7
7840,0.2279769307,71779,1.57E-002,0.00E+000,8.5
7841,0.2398723857,72851,0.00E+000,1.41E-004,8.2
7842,0.2561303069,75032,0.00E+000,1.41E-004,7.8
7843,0.2665390796,73958,0.00E+000,4.86E-003,8.0
7844,0.2544109037,71288,0.00E+000,4.85E-003,8.3
7845,0.2355172345,67040,0.00E+000,4.85E-003,8.5
7846,0.1958792303,63469,0.00E+000,2.88E-002,8.5
7847,0.1351386253,61012,0.00E+000,2.88E-002,8.6
7848,0.1292665438,56107,0.00E+000,8.02E-002,8.5
7849,0.1655940671,51448,0.00E+000,1.81E-001,8.5
7850,0.1700881514,48684,0.00E+000,1.80E-001,8.3
7851,0.1773041705,47849,0.00E+000,3.20E-001,8.2
7852,0.1901486592,48606,0.00E+000,3.18E-001,8.4
7853,0.2237509635,50216,0.00E+000,1.78E-001,8.5
7854,0.2962577996,53493,0.00E+000,3.17E-001,8.4
7855,0.3471333528,61107,0.00E+000,3.15E-001,8.5
7856,0.3351252995,68031,0.00E+000,3.15E-001,8.4
7857,0.315651352,68843,2.48E-003,3.15E-001,8.4
7858,0.2983471149,68173,6.62E-003,4.93E-001,8.5
7859,0.2770327689,68841,9.10E-003,4.93E-001,9.0
7860,0.2642448856,69653,9.10E-003,4.93E-001,9.2
7861,0.256127093,68822,1.41E-002,4.92E-001,9.7
7862,0.2549524913,67787,1.41E-002,4.92E-001,9.5
7863,0.2589620391,66613,6.62E-003,6.27E-001,9.3
7864,0.2677427087,66651,9.10E-003,1.78E-001,9.1
7865,0.2775301242,69447,0.00E+000,1.78E-001,8.9
7866,0.2933761694,72550,0.00E+000,4.99E-001,9.1
7867,0.3062412067,71342,0.00E+000,4.99E-001,8.9
7868,0.2953162858,68446,0.00E+000,5.00E-001,9.3
7869,0.2754339962,64107,0.00E+000,6.37E-001,9.0
7870,0.2359839151,60859,0.00E+000,6.36E-001,8.9
7871,0.1693646938,59129,0.00E+000,7.69E-001,8.7
7872,0.1625716563,54288,0.00E+000,8.54E-001,8.4
7873,0.1655940671,50551,0.00E+000,4.99E-001,8.0
7874,0.1700881514,47904,0.00E+000,7.68E-001,7.2
7875,0.1773041705,46274,0.00E+000,7.68E-001,6.4
7876,0.1901486592,46798,0.00E+000,6.35E-001,6.0
7877,0.2237509635,47717,0.00E+000,7.67E-001,5.5
7878,0.2962577996,47510,0.00E+000,6.34E-001,5.1
7879,0.3471333528,48579,0.00E+000,4.98E-001,4.7
7880,0.3351252995,52464,0.00E+000,4.98E-001,3.8
7881,0.315651352,56011,4.24E-002,5.00E-001,4.3
7882,0.2983471149,58861,1.80E-001,7.70E-001,5.3
7883,0.2770327689,60098,1.56E-001,3.19E-001,6.0
7884,0.2642448856,60678,1.16E-001,4.99E-001,8.4
7885,0.256127093,59152,8.93E-002,1.80E-001,9.5
7886,0.2549524913,57493,6.70E-002,1.80E-001,10.2
7887,0.2589620391,55555,5.65E-002,1.80E-001,10.4
7888,0.2677427087,55933,2.07E-002,7.98E-002,9.9
7889,0.2775301242,59157,0.00E+000,1.81E-001,8.7
7890,0.2933761694,62953,0.00E+000,8.03E-002,7.7
7891,0.3062412067,62548,0.00E+000,8.05E-002,6.9
7892,0.2953162858,59805,0.00E+000,8.07E-002,6.4
7893,0.2754339962,56013,0.00E+000,8.07E-002,6.1
7894,0.2359839151,54009,0.00E+000,8.07E-002,5.6
7895,0.1693646938,53820,0.00E+000,6.51E-002,5.1
7896,0.1625716563,49833,0.00E+000,4.93E-002,4.5
7897,0.1237197599,45288,0.00E+000,3.32E-002,4.4
7898,0.1263291388,42405,0.00E+000,2.14E-002,4.0
7899,0.1321229022,40865,0.00E+000,1.55E-002,3.6
7900,0.1465407975,40541,0.00E+000,1.82E-002,3.2
7901,0.1831344883,41382,0.00E+000,2.13E-002,3.0
7902,0.2520080944,41001,0.00E+000,2.87E-002,2.8
7903,0.2981848543,39819,0.00E+000,2.87E-002,2.8
7904,0.2791958332,41903,0.00E+000,8.00E-002,2.9
7905,0.2578288263,44644,4.96E-003,8.01E-002,2.8
7906,0.2400606312,47571,1.16E-002,2.88E-002,3.4
7907,0.2214337026,49774,1.16E-002,8.00E-002,3.4
7908,0.210736122,52691,1.82E-002,8.00E-002,5.3
7909,0.2050894987,51715,1.82E-002,8.00E-002,7.2
7910,0.2052098338,49381,1.82E-002,8.00E-002,6.8
7911,0.2077736323,47662,2.32E-002,8.00E-002,7.4
7912,0.2140788775,47348,1.16E-002,8.00E-002,6.8
7913,0.2252491553,50598,0.00E+000,1.81E-001,6.7
7914,0.2405159524,56352,0.00E+000,1.82E-001,7.0
7915,0.2502901799,57499,0.00E+000,8.03E-002,6.9
7916,0.2389013683,56041,0.00E+000,8.05E-002,7.1
7917,0.2211595052,54151,0.00E+000,2.89E-002,6.9
7918,0.1839379346,53255,0.00E+000,2.90E-002,7.2
7919,0.1269002312,53494,0.00E+000,8.06E-002,7.0
7920,0.1213861267,49491,0.00E+000,8.07E-002,6.4
7921,0.1395121852,45958,0.00E+000,2.90E-002,5.6
7922,0.1424546429,44113,0.00E+000,2.90E-002,5.0
7923,0.1489879614,43749,0.00E+000,1.83E-001,5.2
7924,0.1652462541,44795,0.00E+000,1.84E-001,5.2
7925,0.2065110107,46594,0.00E+000,8.15E-002,5.0
7926,0.2841761088,50274,0.00E+000,3.29E-001,5.4
7927,0.3362471821,58851,0.00E+000,1.85E-001,4.7
7928,0.3148342741,66718,0.00E+000,3.28E-001,4.1
7929,0.2907398382,68431,1.41E-002,3.28E-001,3.8
7930,0.2707035908,68229,2.73E-002,1.84E-001,4.7
7931,0.2496989953,68818,4.80E-002,3.27E-001,5.5
7932,0.2376359032,69783,7.11E-002,1.84E-001,7.0
7933,0.2312685068,69125,8.77E-002,8.10E-002,8.0
7934,0.2314042023,68752,1.12E-001,8.09E-002,8.8
7935,0.2342952614,67914,7.36E-002,8.08E-002,8.8
7936,0.2414053506,67791,2.56E-002,8.10E-002,8.0
7937,0.2540014781,70382,0.00E+000,8.12E-002,7.5
7938,0.2712170322,74105,0.00E+000,1.84E-001,6.5
7939,0.282238908,73488,0.00E+000,1.84E-001,5.8
7940,0.2693963518,70933,0.00E+000,1.84E-001,4.7
7941,0.2493897975,66550,0.00E+000,1.83E-001,3.5
7942,0.2074170142,62803,0.00E+000,1.83E-001,3.1
7943,0.1430986333,59933,0.00E+000,1.83E-001,2.8
7944,0.1368806714,54419,0.00E+000,1.83E-001,2.0
7945,0.1237197599,50409,0.00E+000,1.83E-001,1.7
7946,0.1263291388,48315,0.00E+000,1.83E-001,1.2
7947,0.1321229022,47277,0.00E+000,1.83E-001,0.7
7948,0.1465407975,48327,0.00E+000,3.25E-001,0.2
7949,0.1831344883,50064,0.00E+000,8.07E-002,0.0
7950,0.2520080944,53176,0.00E+000,1.83E-001,0.0
7951,0.2981848543,60918,0.00E+000,1.83E-001,-0.2
7952,0.2791958332,68313,0.00E+000,3.25E-001,-0.8
7953,0.2578288263,69693,9.10E-003,1.83E-001,-0.7
7954,0.2400606312,69255,2.56E-002,1.83E-001,-0.6
7955,0.2214337026,69917,3.23E-002,1.82E-001,0.2
7956,0.210736122,70797,5.54E-002,1.82E-001,0.9
7957,0.2050894987,69927,4.80E-002,1.82E-001,1.6
7958,0.2052098338,69410,2.73E-002,1.82E-001,2.3
7959,0.2077736323,68741,1.57E-002,1.82E-001,2.7
7960,0.2140788775,68487,4.96E-003,8.03E-002,2.2
7961,0.2252491553,70910,0.00E+000,1.82E-001,1.9
7962,0.2405159524,74619,0.00E+000,1.82E-001,2.2
7963,0.2502901799,74164,0.00E+000,1.82E-001,2.6
7964,0.2389013683,71446,0.00E+000,8.02E-002,3.0
7965,0.2211595052,66761,0.00E+000,3.23E-001,3.3
7966,0.1839379346,63287,0.00E+000,3.23E-001,3.3
7967,0.1269002312,60573,0.00E+000,1.81E-001,3.1
7968,0.1213861267,55172,0.00E+000,1.81E-001,2.9
7969,0.1237197599,50872,0.00E+000,1.81E-001,2.9
7970,0.1263291388,48728,0.00E+000,7.99E-002,2.7
7971,0.1321229022,47877,0.00E+000,1.81E-001,2.7
7972,0.1465407975,48682,0.00E+000,1.81E-001,2.3
7973,0.1831344883,50278,0.00E+000,1.80E-001,2.3
7974,0.2520080944,53576,0.00E+000,1.80E-001,2.2
7975,0.2981848543,61142,0.00E+000,1.80E-001,2.3
7976,0.2791958332,68526,0.00E+000,1.80E-001,2.2
7977,0.2578288263,69872,6.62E-003,1.80E-001,2.3
7978,0.2400606312,69699,2.07E-002,1.79E-001,2.5
7979,0.2214337026,70523,5.04E-002,7.88E-002,2.7
7980,0.210736122,71914,8.02E-002,7.85E-002,2.8
7981,0.2050894987,70972,1.49E-001,2.80E-002,3.0
7982,0.2052098338,70629,5.95E-002,7.76E-002,3.1
7983,0.2077736323,69906,5.54E-002,7.77E-002,3.2
7984,0.2140788775,69870,1.16E-002,7.77E-002,3.3
7985,0.2252491553,71651,0.00E+000,7.77E-002,3.1
7986,0.2405159524,74497,0.00E+000,7.76E-002,3.0
7987,0.2502901799,73692,0.00E+000,7.76E-002,3.0
7988,0.2389013683,71594,0.00E+000,7.75E-002,2.8
7989,0.2211595052,67259,0.00E+000,1.75E-001,2.8
7990,0.1839379346,63789,0.00E+000,2.78E-002,2.8
7991,0.1269002312,61071,0.00E+000,7.76E-002,2.7
7992,0.1213861267,55494,0.00E+000,2.79E-002,2.6
7993,0.1154860344,51521,0.00E+000,7.79E-002,2.4
7994,0.1179217554,49411,0.00E+000,2.79E-002,2.1
7995,0.1233299357,48625,0.00E+000,2.80E-002,2.2
7996,0.1367882996,49286,0.00E+000,2.80E-002,1.8
7997,0.1709466284,50911,0.00E+000,2.80E-002,1.6
7998,0.2352365983,53749,0.00E+000,7.79E-002,1.6
7999,0.2783402294,60965,0.00E+000,7.79E-002,1.7
8000,0.2606149545,68475,0.00E+000,2.80E-002,1.6
8001,0.2406699522,69979,1.41E-002,2.80E-002,1.5
8002,0.2240842557,69651,5.95E-002,2.80E-002,1.5
8003,0.2066969757,70046,1.08E-001,4.68E-003,1.5
8004,0.1967113342,70774,1.30E-001,4.67E-003,1.5
8005,0.1914405016,69903,1.12E-001,4.66E-003,1.1
8006,0.1915528283,69353,1.01E-001,1.34E-004,0.7
8007,0.1939460024,68838,5.04E-002,0.00E+000,0.4
8008,0.1998316246,68558,1.57E-002,4.66E-003,0.1
8009,0.2102585046,70762,0.00E+000,2.79E-002,0.0
8010,0.2245092746,73614,0.00E+000,2.79E-002,-0.1
8011,0.2336330134,72981,0.00E+000,7.77E-002,-0.4
8012,0.2230021434,71263,0.00E+000,7.77E-002,-0.6
8013,0.2064410265,67556,0.00E+000,2.79E-002,0.0
8014,0.1716966041,64745,0.00E+000,2.79E-002,0.0
8015,0.1184548408,62200,0.00E+000,7.79E-002,0.0
8016,0.1133077078,57082,0.00E+000,7.80E-002,-0.1
8017,0.1154860344,52798,0.00E+000,2.80E-002,-0.2
8018,0.1179217554,50555,0.00E+000,7.81E-002,-0.4
8019,0.1233299357,49466,0.00E+000,2.81E-002,-0.8
8020,0.1367882996,49810,0.00E+000,2.81E-002,-0.4
8021,0.1709466284,51150,0.00E+000,2.82E-002,-1.3
8022,0.2352365983,53896,0.00E+000,2.82E-002,-1.5
8023,0.2783402294,61380,0.00E+000,2.82E-002,-1.8
8024,0.2606149545,68918,0.00E+000,2.82E-002,-1.9
8025,0.2406699522,69977,2.48E-003,2.82E-002,-1.9
8026,0.2240842557,69772,6.62E-003,1.78E-001,-1.8
8027,0.2066969757,70181,9.10E-003,1.79E-001,-0.9
8028,0.1967113342,70415,1.41E-002,1.79E-001,-0.1
8029,0.1914405016,69703,1.41E-002,7.95E-002,0.2
8030,0.1915528283,68294,1.16E-002,7.95E-002,0.3
8031,0.1939460024,67057,1.16E-002,4.80E-003,-0.5
8032,0.1998316246,66825,4.96E-003,4.80E-003,-1.4
8033,0.2102585046,69049,0.00E+000,4.80E-003,-1.6
8034,0.2245092746,72760,0.00E+000,2.86E-002,-1.7
8035,0.2336330134,72339,0.00E+000,2.87E-002,-1.7
8036,0.2230021434,69380,0.00E+000,2.87E-002,-1.9
8037,0.2064410265,65252,0.00E+000,4.82E-003,-2.0
8038,0.1716966041,62342,0.00E+000,4.84E-003,-2.0
8039,0.1184548408,60658,0.00E+000,4.84E-003,-0.5
8040,0.1133077078,56389,0.00E+000,4.85E-003,1.5
8041,0.0805337788,52630,0.00E+000,4.84E-003,3.8
8042,0.0831244629,50490,0.00E+000,1.40E-004,5.6
8043,0.0879323558,49361,0.00E+000,0.00E+000,6.9
8044,0.1022871201,49324,0.00E+000,0.00E+000,6.8
8045,0.139037883,49489,0.00E+000,0.00E+000,6.8
8046,0.1858856502,48774,0.00E+000,0.00E+000,6.6
8047,0.2054020934,49304,0.00E+000,0.00E+000,6.5
8048,0.192821022,53614,0.00E+000,1.41E-004,6.5
8049,0.1729566842,56598,1.57E-002,0.00E+000,6.5
8050,0.1573130772,58966,5.54E-002,0.00E+000,7.2
8051,0.1439871948,60104,8.52E-002,0.00E+000,7.7
8052,0.134547108,60665,1.10E-001,1.41E-004,7.8
8053,0.129526672,59600,1.10E-001,1.40E-004,8.2
8054,0.1281142426,57623,5.95E-002,4.81E-003,8.2
8055,0.1298577221,55858,3.23E-002,4.81E-003,7.9
8056,0.135315582,56211,1.57E-002,4.80E-003,7.1
8057,0.1469737268,59870,0.00E+000,4.80E-003,7.8
8058,0.1596110157,63882,0.00E+000,2.87E-002,7.9
8059,0.1674130372,63944,0.00E+000,2.87E-002,9.0
8060,0.1603220202,61612,0.00E+000,7.97E-002,8.8
8061,0.1453005856,57898,0.00E+000,7.97E-002,9.5
8062,0.1166160704,55824,0.00E+000,7.97E-002,8.9
8063,0.0836611198,55086,0.00E+000,2.86E-002,8.2
8064,0.0788687163,51369,0.00E+000,7.97E-002,8.5
8065,0.1048325081,47346,0.00E+000,7.97E-002,7.4
8066,0.1082048559,44407,0.00E+000,7.97E-002,7.1
8067,0.1144633908,42871,0.00E+000,7.97E-002,7.3
8068,0.1331492885,42550,0.00E+000,7.97E-002,7.1
8069,0.1809885268,42941,0.00E+000,7.97E-002,7.2
8070,0.2419712475,42420,0.00E+000,3.21E-001,7.3
8071,0.2673762106,41076,0.00E+000,1.81E-001,6.7
8072,0.2509991663,43101,0.00E+000,1.81E-001,6.7
8073,0.2251413414,46267,4.96E-003,1.81E-001,6.6
8074,0.2047777303,49368,1.41E-002,7.98E-002,6.8
8075,0.1874311497,52043,1.82E-002,7.98E-002,6.7
8076,0.175142791,54635,2.73E-002,2.86E-002,7.0
8077,0.1686075841,53514,4.80E-002,2.86E-002,6.6
8078,0.1667689952,51552,2.98E-002,4.79E-003,6.8
8079,0.169038519,50360,1.82E-002,4.79E-003,6.1
8080,0.1761431296,51039,4.96E-003,4.79E-003,6.7
8081,0.1913187811,54975,0.00E+000,4.79E-003,6.3
8082,0.2077690049,59167,0.00E+000,4.79E-003,6.2
8083,0.2179250599,60265,0.00E+000,4.79E-003,6.2
8084,0.2086945344,59560,0.00E+000,2.86E-002,6.1
8085,0.1891408181,57630,0.00E+000,2.86E-002,5.7
8086,0.1518015834,56916,0.00E+000,2.86E-002,5.5
8087,0.1089034333,56779,0.00E+000,2.86E-002,5.4
8088,0.1026650613,52558,0.00E+000,4.80E-003,5.2
8089,0.1154860344,48530,0.00E+000,4.80E-003,5.6
8090,0.1179217554,46242,0.00E+000,2.86E-002,5.4
8091,0.1233299357,45654,0.00E+000,2.85E-002,6.0
8092,0.1367882996,46648,0.00E+000,7.94E-002,6.3
8093,0.1709466284,48726,0.00E+000,2.86E-002,7.2
8094,0.2352365983,52468,0.00E+000,4.80E-003,6.7
8095,0.2783402294,61558,0.00E+000,2.87E-002,4.9
8096,0.2606149545,69676,0.00E+000,4.80E-003,4.7
8097,0.2406699522,71707,6.62E-003,4.81E-003,5.3
8098,0.2240842557,71251,2.07E-002,2.87E-002,5.8
8099,0.2066969757,72176,1.57E-002,2.87E-002,5.9
8100,0.1967113342,73049,1.57E-002,4.81E-003,6.7
8101,0.1914405016,72252,2.07E-002,2.87E-002,7.3
8102,0.1915528283,72238,1.57E-002,2.88E-002,7.5
8103,0.1939460024,72106,1.41E-002,2.88E-002,7.2
8104,0.1998316246,71769,9.10E-003,8.01E-002,6.7
8105,0.2102585046,73118,0.00E+000,8.02E-002,6.6
8106,0.2245092746,75451,0.00E+000,2.89E-002,6.7
8107,0.2336330134,74520,0.00E+000,8.06E-002,6.5
8108,0.2230021434,72071,0.00E+000,2.90E-002,6.6
8109,0.2064410265,68266,0.00E+000,2.90E-002,6.7
8110,0.1716966041,65522,0.00E+000,8.08E-002,6.7
8111,0.1184548408,62643,0.00E+000,4.87E-003,6.2
8112,0.1133077078,56795,0.00E+000,2.91E-002,6.3
8113,0.131751677,52218,0.00E+000,8.09E-002,6.7
8114,0.1345304574,49956,0.00E+000,8.09E-002,7.2
8115,0.1407003534,49306,0.00E+000,2.91E-002,7.7
8116,0.1560542619,50040,0.00E+000,2.91E-002,8.1
8117,0.1950236241,51930,0.00E+000,2.91E-002,8.6
8118,0.2683685216,54975,0.00E+000,2.91E-002,9.2
8119,0.3175430881,63235,0.00E+000,8.14E-002,9.9
8120,0.2973212951,70682,0.00E+000,2.92E-002,9.7
8121,0.2745671369,72094,3.23E-002,4.91E-003,10.3
8122,0.2556454262,71185,5.04E-002,8.13E-002,10.6
8123,0.2358092329,71749,2.32E-001,8.11E-002,10.8
8124,0.2244171627,72395,1.03E-001,8.09E-002,11.2
8125,0.2184039591,71770,5.71E-002,2.90E-002,11.5
8126,0.2185321065,71648,3.23E-002,2.90E-002,11.8
8127,0.2212623474,71077,2.98E-002,8.07E-002,11.9
8128,0.2279769307,71019,9.10E-003,8.08E-002,11.9
8129,0.2398723857,73033,0.00E+000,8.08E-002,10.6
8130,0.2561303069,76113,0.00E+000,8.08E-002,10.2
8131,0.2665390796,75459,0.00E+000,8.07E-002,10.0
8132,0.2544109037,73486,0.00E+000,9.21E-002,10.0
8133,0.2355172345,69522,0.00E+000,9.20E-002,10.3
8134,0.1958792303,66112,0.00E+000,9.80E-002,10.2
8135,0.1351386253,63214,0.00E+000,1.24E-001,10.2
8136,0.1292665438,57128,0.00E+000,1.91E-001,9.2
8137,0.1395121852,52352,0.00E+000,2.68E-001,10.0
8138,0.1424546429,49342,0.00E+000,3.65E-001,9.8
8139,0.1489879614,48065,0.00E+000,4.14E-001,9.5
8140,0.1652462541,48610,0.00E+000,3.97E-001,9.3
8141,0.2065110107,50636,0.00E+000,3.28E-001,9.2
8142,0.2841761088,54012,0.00E+000,3.12E-001,9.0
8143,0.3362471821,61515,0.00E+000,7.75E-002,9.0
8144,0.3148342741,68598,0.00E+000,1.76E-001,9.1
8145,0.2907398382,70135,2.07E-002,1.76E-001,8.9
8146,0.2707035908,69622,6.78E-002,1.76E-001,8.5
8147,0.2496989953,70784,2.28E-001,1.75E-001,8.8
8148,0.2376359032,71626,1.69E-001,3.11E-001,8.8
8149,0.2312685068,71573,3.64E-002,1.75E-001,8.5
8150,0.2314042023,71580,8.63E-002,1.75E-001,8.7
8151,0.2342952614,70923,4.67E-002,7.73E-002,8.9
8152,0.2414053506,70692,1.58E-002,7.75E-002,9.1
8153,0.2540014781,72931,0.00E+000,1.76E-001,8.6
8154,0.2712170322,74684,0.00E+000,7.76E-002,8.7
8155,0.282238908,73782,0.00E+000,1.75E-001,8.9
8156,0.2693963518,71878,0.00E+000,1.75E-001,9.4
8157,0.2493897975,68141,0.00E+000,1.75E-001,9.6
8158,0.2074170142,64892,0.00E+000,3.11E-001,9.7
8159,0.1430986333,62089,0.00E+000,3.10E-001,9.6
8160,0.1368806714,56662,0.00E+000,4.85E-001,10.3
8161,0.1237197599,52528,0.00E+000,3.10E-001,10.8
8162,0.1263291388,50291,0.00E+000,1.73E-001,11.3
8163,0.1321229022,49716,0.00E+000,3.08E-001,11.6
8164,0.1465407975,50555,0.00E+000,3.07E-001,11.2
8165,0.1831344883,51840,0.00E+000,4.80E-001,11.2
8166,0.2520080944,54903,0.00E+000,6.11E-001,10.6
8167,0.2981848543,62001,0.00E+000,6.09E-001,11.8
8168,0.2791958332,69042,0.00E+000,7.35E-001,11.5
8169,0.2578288263,70047,2.48E-003,6.06E-001,9.8
8170,0.2400606312,69029,2.72E-002,4.75E-001,9.3
8171,0.2214337026,69474,1.50E-001,6.02E-001,9.1
8172,0.210736122,71013,1.39E-001,3.01E-001,9.2
8173,0.2050894987,70614,4.25E-001,7.24E-001,8.8
8174,0.2052098338,71138,1.06E-001,8.67E-001,7.0
8175,0.2077736323,71181,3.97E-002,6.06E-001,7.3
8176,0.2140788775,72245,1.42E-002,6.09E-001,7.9
8177,0.2252491553,74565,0.00E+000,7.37E-001,7.7
8178,0.2405159524,76636,0.00E+000,8.25E-001,7.1
8179,0.2502901799,76109,0.00E+000,4.84E-001,7.0
8180,0.2389013683,73826,0.00E+000,4.84E-001,6.9
8181,0.2211595052,69794,0.00E+000,4.86E-001,7.0
8182,0.1839379346,66448,0.00E+000,4.87E-001,6.9
8183,0.1269002312,63555,0.00E+000,6.21E-001,6.5
8184,0.1213861267,58146,0.00E+000,1.75E-001,6.3
8185,0.1154860344,53956,0.00E+000,3.12E-001,6.6
8186,0.1179217554,51543,0.00E+000,4.89E-001,6.3
8187,0.1233299357,50859,0.00E+000,3.11E-001,6.4
8188,0.1367882996,51279,0.00E+000,3.12E-001,6.4
8189,0.1709466284,52291,0.00E+000,3.12E-001,6.3
8190,0.2352365983,54997,0.00E+000,3.12E-001,6.3
8191,0.2783402294,62215,0.00E+000,6.23E-001,6.1
8192,0.2606149545,69450,0.00E+000,4.89E-001,5.7
8193,0.2406699522,70833,1.83E-002,3.13E-001,5.5
8194,0.2240842557,70512,5.46E-002,3.13E-001,5.8
8195,0.2066969757,71136,1.56E-001,4.90E-001,6.0
8196,0.1967113342,71843,1.81E-001,4.89E-001,6.4
8197,0.1914405016,71095,2.37E-001,4.88E-001,6.7
8198,0.1915528283,70302,4.76E-001,3.12E-001,5.1
8199,0.1939460024,69300,4.68E-002,7.75E-002,5.3
8200,0.1998316246,69283,6.71E-003,7.81E-002,5.9
8201,0.2102585046,71478,0.00E+000,7.81E-002,5.3
8202,0.2245092746,74127,0.00E+000,7.83E-002,5.0
8203,0.2336330134,73081,0.00E+000,1.77E-001,4.9
8204,0.2230021434,70772,0.00E+000,3.15E-001,5.4
8205,0.2064410265,66804,0.00E+000,1.76E-001,5.5
8206,0.1716966041,63826,0.00E+000,1.77E-001,5.6
8207,0.1184548408,61798,0.00E+000,1.77E-001,5.1
8208,0.1133077078,57398,0.00E+000,3.14E-001,4.5
8209,0.1237197599,53459,0.00E+000,3.14E-001,4.6
8210,0.1263291388,50269,0.00E+000,3.13E-001,4.0
8211,0.1321229022,48456,0.00E+000,3.12E-001,4.3
8212,0.1465407975,47741,0.00E+000,1.75E-001,4.7
8213,0.1831344883,47856,0.00E+000,4.87E-001,5.1
8214,0.2520080944,47563,0.00E+000,3.10E-001,6.0
8215,0.2981848543,47709,0.00E+000,3.10E-001,6.7
8216,0.2791958332,51700,0.00E+000,1.74E-001,7.2
8217,0.2578288263,55588,4.96E-003,1.74E-001,7.4
8218,0.2400606312,58267,2.73E-002,7.68E-002,7.3
8219,0.2214337026,59490,2.98E-002,3.09E-001,7.2
8220,0.210736122,60227,5.04E-002,3.09E-001,7.7
8221,0.2050894987,59146,2.04E-001,7.64E-002,7.8
8222,0.2052098338,57445,8.56E-002,7.64E-002,8.1
8223,0.2077736323,55729,2.73E-002,7.64E-002,7.8
8224,0.2140788775,55794,6.62E-003,2.75E-002,7.2
8225,0.2252491553,58906,0.00E+000,2.76E-002,7.3
8226,0.2405159524,62300,0.00E+000,7.72E-002,6.5
8227,0.2502901799,61683,0.00E+000,7.73E-002,5.9
8228,0.2389013683,59580,0.00E+000,1.75E-001,6.1
8229,0.2211595052,56115,0.00E+000,1.75E-001,6.5
8230,0.1839379346,54207,0.00E+000,1.75E-001,5.6
8231,0.1269002312,53901,0.00E+000,7.75E-002,5.4
8232,0.1213861267,49964,0.00E+000,1.76E-001,5.3
8233,0.1469452338,46205,0.00E+000,7.75E-002,5.1
8234,0.1500444621,43963,0.00E+000,7.77E-002,4.8
8235,0.1569258683,42983,0.00E+000,2.80E-002,4.6
8236,0.1740503842,42644,0.00E+000,7.81E-002,4.5
8237,0.2175136794,42781,0.00E+000,7.82E-002,4.5
8238,0.2993166845,42084,0.00E+000,7.85E-002,4.0
8239,0.3541620446,40593,0.00E+000,1.78E-001,3.9
8240,0.3316082816,42672,0.00E+000,7.87E-002,3.7
8241,0.3062301219,45512,3.25E-002,7.89E-002,3.4
8242,0.2851263663,48702,1.82E-001,7.87E-002,3.6
8243,0.2630026701,51238,3.57E-001,2.82E-002,4.8
8244,0.2502968704,53739,4.80E-001,2.79E-002,5.1
8245,0.2435902264,52896,5.09E-001,4.66E-003,5.2
8246,0.2437331516,50770,5.78E-001,4.66E-003,5.9
8247,0.246778243,48987,2.78E-002,4.68E-003,5.2
8248,0.2542671496,48895,9.19E-003,2.81E-002,5.2
8249,0.2675343843,52590,0.00E+000,7.83E-002,5.3
8250,0.2856671632,57741,0.00E+000,2.81E-002,5.2
8251,0.297276272,58449,0.00E+000,2.81E-002,4.5
8252,0.2837494791,57869,0.00E+000,2.81E-002,3.8
8253,0.2626769986,56104,0.00E+000,2.81E-002,4.0
8254,0.2184679538,55435,0.00E+000,4.72E-003,4.3
8255,0.1507227637,56118,0.00E+000,2.82E-002,4.7
