time,HP (W),PV (W),EL (W)
2025-02-20 03:50:00z,3323,0,131
2025-02-20 03:55:00z,730,0,304
2025-02-20 04:00:00z,34,0,232
2025-02-20 04:05:00z,32,0,312
2025-02-20 04:10:00z,47,0,386
2025-02-20 04:15:00z,3218,0,351
2025-02-20 04:20:00z,2097,0,185
2025-02-20 04:25:00z,40,0,376
2025-02-20 04:30:00z,33,0,364
2025-02-20 04:35:00z,32,0,575
2025-02-20 04:40:00z,684,0,255
2025-02-20 04:45:00z,3343,0,381
2025-02-20 04:50:00z,737,0,989
2025-02-20 04:55:00z,38,0,1022
2025-02-20 05:00:00z,711,0,1013
2025-02-20 05:05:00z,3404,0,1014
2025-02-20 05:10:00z,3501,0,1041
2025-02-20 05:15:00z,3622,0,1042
2025-02-20 05:20:00z,3039,0,1069
2025-02-20 05:25:00z,65,0,1126
2025-02-20 05:30:00z,64,0,1165
2025-02-20 05:35:00z,63,0,2162
2025-02-20 05:40:00z,63,0,1721
2025-02-20 05:45:00z,64,0,1138
2025-02-20 05:50:00z,64,0,599
2025-02-20 05:55:00z,64,0,593
2025-02-20 06:00:00z,1383,0,239
2025-02-20 06:05:00z,3474,0,458
2025-02-20 06:10:00z,3577,0,1036
2025-02-20 06:15:00z,3731,0,284
2025-02-20 06:20:00z,1594,0,723
2025-02-20 06:25:00z,37,0,468
2025-02-20 06:30:00z,35,6,204
2025-02-20 06:35:00z,34,102,490
2025-02-20 06:40:00z,34,160,357
2025-02-20 06:45:00z,2856,240,1387
2025-02-20 06:50:00z,3737,371,3331
2025-02-20 06:55:00z,3097,568,3335
2025-02-20 07:00:00z,36,721,3343
2025-02-20 07:05:00z,35,920,2020
2025-02-20 07:10:00z,34,1125,1166
2025-02-20 07:15:00z,35,1379,1240
2025-02-20 07:20:00z,793,1665,1216
2025-02-20 07:25:00z,3669,1568,1135
2025-02-20 07:30:00z,3799,1535,2782
2025-02-20 07:35:00z,70,1511,3331
2025-02-20 07:40:00z,35,1461,3362
2025-02-20 07:45:00z,34,1258,3159
2025-02-20 07:50:00z,33,1054,158
2025-02-20 07:55:00z,2130,889,202
2025-02-20 08:00:00z,3691,1016,194
2025-02-20 08:05:00z,2321,828,200
2025-02-20 08:10:00z,62,832,155
2025-02-20 08:15:00z,60,840,199
2025-02-20 08:20:00z,59,872,246
2025-02-20 08:25:00z,59,1317,316
2025-02-20 08:30:00z,59,1723,87
2025-02-20 08:35:00z,59,2565,566
2025-02-20 08:40:00z,59,3336,552
2025-02-20 08:45:00z,2070,3437,823
2025-02-20 08:50:00z,3507,2950,1051
2025-02-20 08:55:00z,3647,3180,989
2025-02-20 09:00:00z,3588,3257,1138
2025-02-20 09:05:00z,4145,4275,1220
2025-02-20 09:10:00z,4405,4649,1625
2025-02-20 09:15:00z,4601,4178,1089
2025-02-20 09:20:00z,4880,3719,895
2025-02-20 09:25:00z,2111,3707,975
2025-02-20 09:30:00z,72,3446,913
2025-02-20 09:35:00z,36,3863,554
2025-02-20 09:40:00z,1376,4722,488
2025-02-20 09:45:00z,3528,4314,406
2025-02-20 09:50:00z,3630,4254,281
2025-02-20 09:55:00z,3772,3443,262
2025-02-20 10:00:00z,2386,2827,124
2025-02-20 10:05:00z,37,2350,226
2025-02-20 10:10:00z,34,2010,236
2025-02-20 10:15:00z,34,1761,223
2025-02-20 10:20:00z,34,1790,224
2025-02-20 10:25:00z,805,1845,234
2025-02-20 10:30:00z,3735,1980,238
2025-02-20 10:35:00z,2386,2018,332
2025-02-20 10:40:00z,36,1779,1577
2025-02-20 10:45:00z,34,1657,962
2025-02-20 10:50:00z,33,1600,2037
2025-02-20 10:55:00z,33,1497,1602
2025-02-20 11:00:00z,33,1760,444
2025-02-20 11:05:00z,2204,1917,320
2025-02-20 11:10:00z,3725,2000,180
2025-02-20 11:15:00z,823,1702,199
2025-02-20 11:20:00z,35,1695,199
2025-02-20 11:25:00z,33,2531,234
2025-02-20 11:30:00z,33,2997,272
2025-02-20 11:35:00z,35,2686,251
2025-02-20 11:40:00z,1492,2731,248
2025-02-20 11:45:00z,3632,2077,211
2025-02-20 11:50:00z,801,2002,224
2025-02-20 11:55:00z,43,1915,241
2025-02-20 12:00:00z,34,1883,244
2025-02-20 12:05:00z,33,1993,242
2025-02-20 12:10:00z,43,2143,197
2025-02-20 12:15:00z,3449,2245,0
2025-02-20 12:20:00z,2929,1993,123
2025-02-20 12:25:00z,60,2021,157
2025-02-20 12:30:00z,36,2255,163
2025-02-20 12:35:00z,34,2011,229
2025-02-20 12:40:00z,34,2098,236
2025-02-20 12:45:00z,2064,2321,207
2025-02-20 12:50:00z,3569,2257,164
2025-02-20 12:55:00z,784,2338,171
2025-02-20 13:00:00z,36,2319,226
2025-02-20 13:05:00z,34,2096,219
2025-02-20 13:10:00z,33,2439,217
2025-02-20 13:15:00z,1359,2601,133
2025-02-20 13:20:00z,3570,2788,238
2025-02-20 13:25:00z,791,2640,273
2025-02-20 13:30:00z,36,2657,269
2025-02-20 13:35:00z,34,2023,198
2025-02-20 13:40:00z,34,1728,156
2025-02-20 13:45:00z,1446,1834,152
2025-02-20 13:50:00z,3547,2280,125
2025-02-20 13:55:00z,110,2935,327
2025-02-20 14:00:00z,36,2717,344
2025-02-20 14:05:00z,34,3067,394
2025-02-20 14:10:00z,34,3088,275
2025-02-20 14:15:00z,1462,2320,228
2025-02-20 14:20:00z,2856,2329,127
2025-02-20 14:25:00z,37,2263,155
2025-02-20 14:30:00z,35,2285,156
2025-02-20 14:35:00z,34,2951,158
2025-02-20 14:40:00z,73,3330,158
2025-02-20 14:45:00z,3467,3109,190
2025-02-20 14:50:00z,762,2504,213
2025-02-20 14:55:00z,36,2021,214
2025-02-20 15:00:00z,34,1622,172
2025-02-20 15:05:00z,34,1337,145
2025-02-20 15:10:00z,1348,1222,144
2025-02-20 15:15:00z,3480,1158,105
2025-02-20 15:20:00z,53,999,137
2025-02-20 15:25:00z,36,932,165
2025-02-20 15:30:00z,31,843,216
2025-02-20 15:35:00z,30,769,207
2025-02-20 15:40:00z,2020,747,170
2025-02-20 15:45:00z,2800,647,138
2025-02-20 15:50:00z,58,474,208
2025-02-20 15:55:00z,1735,380,211
2025-02-20 16:00:00z,1614,314,223
2025-02-20 16:05:00z,35,251,226
2025-02-20 16:10:00z,30,214,288
2025-02-20 16:15:00z,30,158,298
2025-02-20 16:20:00z,2082,134,276
2025-02-20 16:25:00z,3457,105,215
2025-02-20 16:30:00z,761,55,180
2025-02-20 16:35:00z,60,41,181
2025-02-20 16:40:00z,58,32,202
2025-02-20 16:45:00z,58,23,207
2025-02-20 16:50:00z,58,17,218
2025-02-20 16:55:00z,58,6,316
2025-02-20 17:00:00z,58,1,488
2025-02-20 17:05:00z,57,0,806
2025-02-20 17:10:00z,56,0,217
2025-02-20 17:15:00z,736,0,185
2025-02-20 17:20:00z,3269,2,152
2025-02-20 17:25:00z,3381,4,179
2025-02-20 17:30:00z,3569,3,189
2025-02-20 17:35:00z,794,0,270
2025-02-20 17:40:00z,32,0,348
2025-02-20 17:45:00z,30,0,343
2025-02-20 17:50:00z,31,2,2421
2025-02-20 17:55:00z,30,1,2432
2025-02-20 18:00:00z,78,2,2428
2025-02-20 18:05:00z,3438,3,1122
2025-02-20 18:10:00z,3578,2,284
2025-02-20 18:15:00z,780,0,304
2025-02-20 18:20:00z,32,0,367
2025-02-20 18:25:00z,30,0,356
2025-02-20 18:30:00z,30,1,2030
2025-02-20 18:35:00z,30,2,2352
2025-02-20 18:40:00z,30,1,2351
2025-02-20 18:45:00z,1437,2,1910
2025-02-20 18:50:00z,3534,2,217
2025-02-20 18:55:00z,2215,0,208
2025-02-20 19:00:00z,32,0,246
2025-02-20 19:05:00z,30,0,276
2025-02-20 19:10:00z,30,0,272
2025-02-20 19:15:00z,29,0,610
2025-02-20 19:20:00z,30,0,220
2025-02-20 19:25:00z,748,0,217
2025-02-20 19:30:00z,3475,0,224
2025-02-20 19:35:00z,2905,0,249
2025-02-20 19:40:00z,32,0,247
2025-02-20 19:45:00z,31,0,296
2025-02-20 19:50:00z,30,0,328
2025-02-20 19:55:00z,30,0,337
2025-02-20 20:00:00z,17,0,265
2025-02-20 20:05:00z,14,0,265
2025-02-20 20:10:00z,14,0,264
2025-02-20 20:15:00z,14,0,263
2025-02-20 20:20:00z,14,0,261
2025-02-20 20:25:00z,14,0,285
2025-02-20 20:30:00z,14,0,329
2025-02-20 20:35:00z,12,0,325
2025-02-20 20:40:00z,11,0,275
2025-02-20 20:45:00z,11,0,175
2025-02-20 20:50:00z,11,0,185
2025-02-20 20:55:00z,11,0,171
2025-02-20 21:00:00z,25,0,157
2025-02-20 21:05:00z,29,0,158
2025-02-20 21:10:00z,29,0,220
2025-02-20 21:15:00z,29,0,233
2025-02-20 21:20:00z,29,0,232
2025-02-20 21:25:00z,29,0,156
2025-02-20 21:30:00z,29,0,129
2025-02-20 21:35:00z,29,0,130
2025-02-20 21:40:00z,29,0,130
2025-02-20 21:45:00z,29,0,130
2025-02-20 21:50:00z,29,0,130
2025-02-20 21:55:00z,29,0,190
2025-02-20 22:00:00z,29,0,202
2025-02-20 22:05:00z,29,0,201
2025-02-20 22:10:00z,30,0,132
2025-02-20 22:15:00z,29,0,130
2025-02-20 22:20:00z,29,0,131
2025-02-20 22:25:00z,29,0,185
2025-02-20 22:30:00z,29,0,186
2025-02-20 22:35:00z,29,0,201
2025-02-20 22:40:00z,29,0,256
2025-02-20 22:45:00z,29,0,253
2025-02-20 22:50:00z,29,0,238
2025-02-20 22:55:00z,29,0,181
2025-02-20 23:00:00z,29,0,180
2025-02-20 23:05:00z,29,0,169
2025-02-20 23:10:00z,29,0,131
2025-02-20 23:15:00z,29,0,130
2025-02-20 23:20:00z,29,0,176
2025-02-20 23:25:00z,30,0,203
2025-02-20 23:30:00z,30,0,202
2025-02-20 23:35:00z,30,0,158
2025-02-20 23:40:00z,30,0,130
2025-02-20 23:45:00z,30,0,129
2025-02-20 23:50:00z,30,0,130
2025-02-20 23:55:00z,30,0,130
2025-02-21 00:00:00z,30,0,130
2025-02-21 00:05:00z,30,0,189
2025-02-21 00:10:00z,30,0,202
2025-02-21 00:15:00z,30,0,201
2025-02-21 00:20:00z,30,0,130
2025-02-21 00:25:00z,30,0,130
2025-02-21 00:30:00z,30,0,131
2025-02-21 00:35:00z,30,0,130
2025-02-21 00:40:00z,30,0,130
2025-02-21 00:45:00z,30,0,147
2025-02-21 00:50:00z,30,0,204
2025-02-21 00:55:00z,30,0,202
2025-02-21 01:00:00z,30,0,187
2025-02-21 01:05:00z,30,0,130
2025-02-21 01:10:00z,30,0,174
2025-02-21 01:15:00z,31,0,187
2025-02-21 01:20:00z,30,0,186
2025-02-21 01:25:00z,32,0,184
2025-02-21 01:30:00z,1649,0,213
2025-02-21 01:35:00z,36,0,255
2025-02-21 01:40:00z,35,0,253
2025-02-21 01:45:00z,33,0,208
2025-02-21 01:50:00z,33,0,140
2025-02-21 01:55:00z,33,0,130
2025-02-21 02:00:00z,33,0,130
2025-02-21 02:05:00z,33,0,130
2025-02-21 02:10:00z,33,0,131
2025-02-21 02:15:00z,1120,0,190
2025-02-21 02:20:00z,576,0,204
2025-02-21 02:25:00z,36,0,202
2025-02-21 02:30:00z,33,0,130
2025-02-21 02:35:00z,33,0,130
2025-02-21 02:40:00z,33,0,131
2025-02-21 02:45:00z,33,0,131
2025-02-21 02:50:00z,33,0,130
2025-02-21 02:55:00z,33,0,130
2025-02-21 03:00:00z,1062,0,205
2025-02-21 03:05:00z,587,0,200
2025-02-21 03:10:00z,36,0,188
2025-02-21 03:15:00z,33,0,131
2025-02-21 03:20:00z,33,0,130
2025-02-21 03:25:00z,33,0,131
2025-02-21 03:30:00z,33,0,131
2025-02-21 03:35:00z,33,0,131
2025-02-21 03:40:00z,33,0,146
2025-02-21 03:45:00z,33,0,203
2025-02-21 03:50:00z,33,0,202
2025-02-21 03:55:00z,1108,0,173
2025-02-21 04:00:00z,572,0,130
2025-02-21 04:05:00z,36,0,174
2025-02-21 04:10:00z,33,0,187
2025-02-21 04:15:00z,33,0,185
2025-02-21 04:20:00z,33,0,184
2025-02-21 04:25:00z,33,0,228
2025-02-21 04:30:00z,33,0,254
2025-02-21 04:35:00z,33,0,252
2025-02-21 04:40:00z,36,0,198
2025-02-21 04:45:00z,37,0,130
2025-02-21 04:50:00z,37,0,129
2025-02-21 04:55:00z,37,0,130
2025-02-21 05:00:00z,1612,0,130
2025-02-21 05:05:00z,2642,0,136
2025-02-21 05:10:00z,2736,0,236
2025-02-21 05:15:00z,2812,0,228
2025-02-21 05:20:00z,3023,0,231
2025-02-21 05:25:00z,3199,0,190
2025-02-21 05:30:00z,3341,0,192
2025-02-21 05:35:00z,1441,0,206
2025-02-21 05:40:00z,40,0,245
2025-02-21 05:45:00z,37,0,425
2025-02-21 05:50:00z,37,0,1215
2025-02-21 05:55:00z,734,0,703
2025-02-21 06:00:00z,3419,0,303
2025-02-21 06:05:00z,1442,0,1083
2025-02-21 06:10:00z,39,0,1026
2025-02-21 06:15:00z,37,0,211
2025-02-21 06:20:00z,37,0,213
2025-02-21 06:25:00z,648,0,231
2025-02-21 06:30:00z,3361,0,275
2025-02-21 06:35:00z,1431,0,250
2025-02-21 06:40:00z,39,0,385
2025-02-21 06:45:00z,37,42,435
2025-02-21 06:50:00z,36,136,397
2025-02-21 06:55:00z,1410,159,285
2025-02-21 07:00:00z,3414,162,243
2025-02-21 07:05:00z,64,173,223
2025-02-21 07:10:00z,38,161,272
2025-02-21 07:15:00z,36,191,231
2025-02-21 07:20:00z,36,218,215
2025-02-21 07:25:00z,2080,236,241
2025-02-21 07:30:00z,2086,254,248
2025-02-21 07:35:00z,39,223,229
2025-02-21 07:40:00z,37,272,176
2025-02-21 07:45:00z,36,349,165
2025-02-21 07:50:00z,2063,421,190
2025-02-21 07:55:00z,2746,493,166
2025-02-21 08:00:00z,42,656,175
2025-02-21 08:05:00z,37,796,239
2025-02-21 08:10:00z,36,1127,255
2025-02-21 08:15:00z,672,1441,248
2025-02-21 08:20:00z,3343,1873,180
2025-02-21 08:25:00z,734,2060,181
2025-02-21 08:30:00z,38,1677,179
2025-02-21 08:35:00z,36,1824,193
2025-02-21 08:40:00z,35,2371,0
2025-02-21 08:45:00z,36,2355,184
2025-02-21 08:50:00z,632,1902,0
2025-02-21 08:55:00z,3292,1934,204
2025-02-21 09:00:00z,196,2061,790
2025-02-21 09:05:00z,1535,2490,165
2025-02-21 09:10:00z,4074,2965,139
2025-02-21 09:15:00z,4388,3411,140
2025-02-21 09:20:00z,4631,3543,143
2025-02-21 09:25:00z,4942,3244,146
2025-02-21 09:30:00z,158,3990,192
2025-02-21 09:35:00z,38,5463,300
2025-02-21 09:40:00z,36,4957,316
2025-02-21 09:45:00z,36,5346,278
2025-02-21 09:50:00z,37,4361,219
2025-02-21 09:55:00z,1957,6494,182
2025-02-21 10:00:00z,1350,6176,199
2025-02-21 10:05:00z,39,5913,240
2025-02-21 10:10:00z,36,5708,228
2025-02-21 10:15:00z,36,6616,193
2025-02-21 10:20:00z,36,7425,232
2025-02-21 10:25:00z,36,7945,181
2025-02-21 10:30:00z,36,8871,181
2025-02-21 10:35:00z,83,9360,202
2025-02-21 10:40:00z,2515,9098,124
2025-02-21 10:45:00z,39,8366,162
2025-02-21 10:50:00z,37,7319,1957
2025-02-21 10:55:00z,36,5097,1945
2025-02-21 11:00:00z,36,4485,1994
2025-02-21 11:05:00z,36,4926,2893
2025-02-21 11:10:00z,36,5376,2154
2025-02-21 11:15:00z,36,6672,186
2025-02-21 11:20:00z,36,8661,151
2025-02-21 11:25:00z,36,9710,186
2025-02-21 11:30:00z,1213,10188,135
2025-02-21 11:35:00z,1853,10119,92
2025-02-21 11:40:00z,39,8205,105
2025-02-21 11:45:00z,37,9415,236
2025-02-21 11:50:00z,36,9516,248
2025-02-21 11:55:00z,36,9420,201
2025-02-21 12:00:00z,36,8836,158
2025-02-21 12:05:00z,36,9244,147
2025-02-21 12:10:00z,36,9322,155
2025-02-21 12:15:00z,36,9302,154
2025-02-21 12:20:00z,36,9182,144
2025-02-21 12:25:00z,36,9179,278
2025-02-21 12:30:00z,37,8899,162
2025-02-21 12:35:00z,34,8787,167
2025-02-21 12:40:00z,33,8770,136
2025-02-21 12:45:00z,33,8744,103
2025-02-21 12:50:00z,33,8747,96
2025-02-21 12:55:00z,33,8545,89
2025-02-21 13:00:00z,33,8309,109
2025-02-21 13:05:00z,33,8311,96
2025-02-21 13:10:00z,33,8593,136
2025-02-21 13:15:00z,33,7505,172
2025-02-21 13:20:00z,33,7113,134
2025-02-21 13:25:00z,33,6795,100
2025-02-21 13:30:00z,1166,6337,74
2025-02-21 13:35:00z,609,6193,70
2025-02-21 13:40:00z,38,5998,85
2025-02-21 13:45:00z,36,4879,83
2025-02-21 13:50:00z,36,4840,88
2025-02-21 13:55:00z,36,4773,162
2025-02-21 14:00:00z,36,4506,161
2025-02-21 14:05:00z,36,3214,170
2025-02-21 14:10:00z,36,3308,120
2025-02-21 14:15:00z,36,3867,49
2025-02-21 14:20:00z,36,4517,105
2025-02-21 14:25:00z,36,4534,145
2025-02-21 14:30:00z,36,4470,147
2025-02-21 14:35:00z,33,4214,154
2025-02-21 14:40:00z,33,3922,199
2025-02-21 14:45:00z,33,3725,221
2025-02-21 14:50:00z,33,3311,224
2025-02-21 14:55:00z,60,2963,157
2025-02-21 15:00:00z,2214,2893,135
2025-02-21 15:05:00z,40,2548,105
2025-02-21 15:10:00z,38,2620,106
2025-02-21 15:15:00z,36,2512,105
2025-02-21 15:20:00z,36,2017,121
2025-02-21 15:25:00z,36,1264,261
2025-02-21 15:30:00z,1641,1053,253
2025-02-21 15:35:00z,1181,1064,1015
2025-02-21 15:40:00z,35,1046,2179
2025-02-21 15:45:00z,32,1001,2126
2025-02-21 15:50:00z,32,779,2122
2025-02-21 15:55:00z,32,579,931
2025-02-21 16:00:00z,1193,444,231
2025-02-21 16:05:00z,1770,379,302
2025-02-21 16:10:00z,36,324,361
2025-02-21 16:15:00z,33,279,280
2025-02-21 16:20:00z,32,235,401
2025-02-21 16:25:00z,32,213,242
2025-02-21 16:30:00z,72,188,215
2025-02-21 16:35:00z,2907,166,190
2025-02-21 16:40:00z,52,75,138
2025-02-21 16:45:00z,35,25,358
2025-02-21 16:50:00z,33,28,194
2025-02-21 16:55:00z,650,22,248
2025-02-21 17:00:00z,2989,20,735
2025-02-21 17:05:00z,56,0,1078
2025-02-21 17:10:00z,34,0,336
2025-02-21 17:15:00z,32,0,525
2025-02-21 17:20:00z,32,0,198
2025-02-21 17:25:00z,635,0,196
2025-02-21 17:30:00z,3059,1,263
2025-02-21 17:35:00z,51,0,245
2025-02-21 17:40:00z,34,0,392
2025-02-21 17:45:00z,33,0,1632
2025-02-21 17:50:00z,56,1,2371
2025-02-21 17:55:00z,3032,4,2352
2025-02-21 18:00:00z,1305,3,2326
2025-02-21 18:05:00z,36,0,251
2025-02-21 18:10:00z,32,0,263
2025-02-21 18:15:00z,32,0,258
2025-02-21 18:20:00z,599,0,393
2025-02-21 18:25:00z,3157,2,644
2025-02-21 18:30:00z,51,1,2360
2025-02-21 18:35:00z,34,0,2317
2025-02-21 18:40:00z,32,1,2305
2025-02-21 18:45:00z,32,0,1515
2025-02-21 18:50:00z,1939,1,267
2025-02-21 18:55:00z,1983,3,179
2025-02-21 19:00:00z,35,0,237
2025-02-21 19:05:00z,33,0,295
2025-02-21 19:10:00z,32,0,294
2025-02-21 19:15:00z,32,0,281
2025-02-21 19:20:00z,1260,0,230
2025-02-21 19:25:00z,2580,2,195
2025-02-21 19:30:00z,35,0,202
2025-02-21 19:35:00z,33,0,204
2025-02-21 19:40:00z,32,0,250
2025-02-21 19:45:00z,56,0,271
2025-02-21 19:50:00z,3137,2,279
2025-02-21 19:55:00z,1342,1,327
2025-02-21 20:00:00z,21,0,323
2025-02-21 20:05:00z,14,0,278
2025-02-21 20:10:00z,14,0,276
2025-02-21 20:15:00z,14,0,271
2025-02-21 20:20:00z,14,0,268
2025-02-21 20:25:00z,14,0,284
2025-02-21 20:30:00z,14,0,379
2025-02-21 20:35:00z,14,0,382
2025-02-21 20:40:00z,14,0,220
2025-02-21 20:45:00z,14,0,176
2025-02-21 20:50:00z,14,0,177
2025-02-21 20:55:00z,12,0,179
2025-02-21 21:00:00z,25,0,213
2025-02-21 21:05:00z,29,0,254
2025-02-21 21:10:00z,29,0,249
2025-02-21 21:15:00z,29,0,228
2025-02-21 21:20:00z,29,0,235
2025-02-21 21:25:00z,29,0,201
2025-02-21 21:30:00z,29,0,192
2025-02-21 21:35:00z,29,0,192
2025-02-21 21:40:00z,29,0,193
2025-02-21 21:45:00z,29,0,150
2025-02-21 21:50:00z,29,0,120
2025-02-21 21:55:00z,30,0,120
2025-02-21 22:00:00z,30,0,119
2025-02-21 22:05:00z,30,0,119
2025-02-21 22:10:00z,30,0,194
2025-02-21 22:15:00z,30,0,191
2025-02-21 22:20:00z,30,0,190
2025-02-21 22:25:00z,30,0,133
2025-02-21 22:30:00z,30,0,104
2025-02-21 22:35:00z,30,0,176
2025-02-21 22:40:00z,30,0,175
2025-02-21 22:45:00z,30,0,173
2025-02-21 22:50:00z,30,0,217
2025-02-21 22:55:00z,30,0,243
2025-02-21 23:00:00z,30,0,242
2025-02-21 23:05:00z,30,0,211
2025-02-21 23:10:00z,30,0,159
2025-02-21 23:15:00z,30,0,120
2025-02-21 23:20:00z,30,0,120
2025-02-21 23:25:00z,30,0,120
2025-02-21 23:30:00z,30,0,120
2025-02-21 23:35:00z,30,0,179
2025-02-21 23:40:00z,30,0,191
2025-02-21 23:45:00z,30,0,191
2025-02-21 23:50:00z,30,0,134
2025-02-21 23:55:00z,30,0,120
2025-02-22 00:00:00z,30,0,119
2025-02-22 00:05:00z,30,0,120
2025-02-22 00:10:00z,30,0,120
2025-02-22 00:15:00z,30,0,151
2025-02-22 00:20:00z,30,0,192
2025-02-22 00:25:00z,30,0,191
2025-02-22 00:30:00z,30,0,162
2025-02-22 00:35:00z,30,0,120
2025-02-22 00:40:00z,30,0,120
2025-02-22 00:45:00z,30,0,121
2025-02-22 00:50:00z,30,0,119
2025-02-22 00:55:00z,30,0,120
2025-02-22 01:00:00z,30,0,178
2025-02-22 01:05:00z,30,0,191
2025-02-22 01:10:00z,30,0,190
2025-02-22 01:15:00z,30,0,119
2025-02-22 01:20:00z,30,0,121
2025-02-22 01:25:00z,30,0,127
2025-02-22 01:30:00z,30,0,174
2025-02-22 01:35:00z,30,0,175
2025-02-22 01:40:00z,30,0,206
2025-02-22 01:45:00z,30,0,244
2025-02-22 01:50:00z,30,0,242
2025-02-22 01:55:00z,30,0,211
2025-02-22 02:00:00z,30,0,170
2025-02-22 02:05:00z,30,0,152
2025-02-22 02:10:00z,30,0,121
2025-02-22 02:15:00z,30,0,119
2025-02-22 02:20:00z,30,0,119
2025-02-22 02:25:00z,30,0,164
2025-02-22 02:30:00z,31,0,190
2025-02-22 02:35:00z,30,0,188
2025-02-22 02:40:00z,1087,0,114
2025-02-22 02:45:00z,1078,0,108
2025-02-22 02:50:00z,36,0,118
2025-02-22 02:55:00z,33,0,118
2025-02-22 03:00:00z,33,0,118
2025-02-22 03:05:00z,33,0,118
2025-02-22 03:10:00z,33,0,192
2025-02-22 03:15:00z,33,0,189
2025-02-22 03:20:00z,33,0,189
2025-02-22 03:25:00z,33,0,118
2025-02-22 03:30:00z,575,0,113
2025-02-22 03:35:00z,1083,0,96
2025-02-22 03:40:00z,36,0,119
2025-02-22 03:45:00z,33,0,118
2025-02-22 03:50:00z,33,0,117
2025-02-22 03:55:00z,33,0,190
2025-02-22 04:00:00z,33,0,187
2025-02-22 04:05:00z,33,0,159
2025-02-22 04:10:00z,33,0,118
2025-02-22 04:15:00z,589,0,113
2025-02-22 04:20:00z,1094,0,0
2025-02-22 04:25:00z,37,0,139
2025-02-22 04:30:00z,33,0,174
2025-02-22 04:35:00z,33,0,244
2025-02-22 04:40:00z,33,0,244
2025-02-22 04:45:00z,50,0,242
2025-02-22 04:50:00z,1593,2,122
2025-02-22 04:55:00z,36,0,170
2025-02-22 05:00:00z,34,0,169
2025-02-22 05:05:00z,33,0,129
2025-02-22 05:10:00z,33,0,120
2025-02-22 05:15:00z,33,0,119
2025-02-22 05:20:00z,68,0,193
2025-02-22 05:25:00z,1647,0,182
2025-02-22 05:30:00z,36,0,192
2025-02-22 05:35:00z,34,0,127
2025-02-22 05:40:00z,33,0,156
2025-02-22 05:45:00z,33,0,153
2025-02-22 05:50:00z,33,0,142
2025-02-22 05:55:00z,33,0,141
2025-02-22 06:00:00z,1664,0,174
2025-02-22 06:05:00z,2779,0,215
2025-02-22 06:10:00z,2890,0,214
2025-02-22 06:15:00z,3021,0,171
2025-02-22 06:20:00z,3142,0,173
2025-02-22 06:25:00z,3301,0,170
2025-02-22 06:30:00z,3453,0,166
2025-02-22 06:35:00z,770,0,164
2025-02-22 06:40:00z,39,0,196
2025-02-22 06:45:00z,37,48,254
2025-02-22 06:50:00z,37,125,854
2025-02-22 06:55:00z,2007,196,1729
2025-02-22 07:00:00z,3477,223,147
2025-02-22 07:05:00z,57,223,188
2025-02-22 07:10:00z,38,233,147
2025-02-22 07:15:00z,36,246,191
2025-02-22 07:20:00z,36,302,207
2025-02-22 07:25:00z,83,382,241
2025-02-22 07:30:00z,3359,455,305
2025-02-22 07:35:00z,1426,502,280
2025-02-22 07:40:00z,45,566,263
2025-02-22 07:45:00z,37,829,222
2025-02-22 07:50:00z,36,1059,312
2025-02-22 07:55:00z,740,1268,279
2025-02-22 08:00:00z,3361,1315,211
2025-02-22 08:05:00z,75,1392,175
2025-02-22 08:10:00z,38,1731,237
2025-02-22 08:15:00z,36,1960,280
2025-02-22 08:20:00z,36,2340,298
2025-02-22 08:25:00z,1382,2315,228
2025-02-22 08:30:00z,2705,2145,178
2025-02-22 08:35:00z,42,1927,203
2025-02-22 08:40:00z,37,2242,208
2025-02-22 08:45:00z,36,2692,206
2025-02-22 08:50:00z,57,2443,213
2025-02-22 08:55:00z,3224,2366,279
2025-02-22 09:00:00z,129,2400,138
2025-02-22 09:05:00z,2143,2192,294
2025-02-22 09:10:00z,4172,2324,214
2025-02-22 09:15:00z,4465,2590,185
2025-02-22 09:20:00z,4742,2707,154
2025-02-22 09:25:00z,3063,2774,157
2025-02-22 09:30:00z,90,2749,205
2025-02-22 09:35:00z,37,2822,362
2025-02-22 09:40:00z,36,2787,298
2025-02-22 09:45:00z,36,2658,310
2025-02-22 09:50:00z,2523,1931,283
2025-02-22 09:55:00z,1394,1802,220
2025-02-22 10:00:00z,39,2198,252
2025-02-22 10:05:00z,37,2139,261
2025-02-22 10:10:00z,37,2401,883
2025-02-22 10:15:00z,81,2806,1090
2025-02-22 10:20:00z,3220,3174,1431
2025-02-22 10:25:00z,55,3322,1786
2025-02-22 10:30:00z,38,3791,1506
2025-02-22 10:35:00z,36,4380,742
2025-02-22 10:40:00z,36,5108,1036
2025-02-22 10:45:00z,36,5390,1867
2025-02-22 10:50:00z,36,5331,1006
2025-02-22 10:55:00z,36,6389,534
2025-02-22 11:00:00z,37,6963,222
2025-02-22 11:05:00z,37,7259,210
2025-02-22 11:10:00z,652,6802,220
2025-02-22 11:15:00z,2496,5928,213
2025-02-22 11:20:00z,39,5612,230
2025-02-22 11:25:00z,38,4922,238
2025-02-22 11:30:00z,37,4858,228
2025-02-22 11:35:00z,37,5693,232
2025-02-22 11:40:00z,37,6373,150
2025-02-22 11:45:00z,37,5641,158
2025-02-22 11:50:00z,37,5445,170
2025-02-22 11:55:00z,36,5590,156
2025-02-22 12:00:00z,37,5576,163
2025-02-22 12:05:00z,37,4146,231
