timestep,price_el_demand,price_el_source
3607,-23.56,23.56
3608,-24.49,24.49
3609,-25.23,25.23
3610,-23.6,23.6
3611,-22.6,22.6
3612,-20.04,20.04
3613,-17.26,17.26
3614,-15.56,15.56
3615,-15.81,15.81
3616,-17.31,17.31
3617,-20.37,20.37
3618,-24.92,24.92
3619,-28.89,28.89
3620,-29.68,29.68
3621,-29.14,29.14
3622,-30.91,30.91
3623,-28.5,28.5
3624,-20.82,20.82
3625,-16.64,16.64
3626,-16.67,16.67
3627,-15.04,15.04
3628,-16.95,16.95
3629,-17.03,17.03
3630,-14.65,14.65
3631,-15.17,15.17
3632,-16.02,16.02
3633,-15.4,15.4
3634,-16.07,16.07
3635,-18.06,18.06
3636,-16.88,16.88
3637,-14.01,14.01
3638,-15.38,15.38
3639,-16.08,16.08
3640,-14.47,14.47
3641,-17.55,17.55
3642,-28.04,28.04
3643,-33.48,33.48
3644,-34.42,34.42
3645,-34.93,34.93
3646,-34.47,34.47
3647,-31.32,31.32
3648,-29.53,29.53
3649,-28.37,28.37
3650,-27.84,27.84
3651,-27.96,27.96
3652,-28.27,28.27
3653,-29.08,29.08
3654,-38.33,38.33
3655,-42.04,42.04
3656,-43.01,43.01
3657,-38.87,38.87
3658,-37.1,37.1
3659,-39.9,39.9
3660,-41.01,41.01
3661,-40.95,40.95
3662,-39.11,39.11
3663,-38.18,38.18
3664,-35.25,35.25
3665,-37.77,37.77
3666,-40.76,40.76
3667,-42.89,42.89
3668,-42.89,42.89
3669,-41.91,41.91
3670,-42.24,42.24
3671,-35.57,35.57
3672,-32.46,32.46
3673,-30.65,30.65
3674,-29.44,29.44
3675,-28.78,28.78
3676,-29.09,29.09
3677,-30.11,30.11
3678,-40.94,40.94
3679,-48.29,48.29
3680,-53.15,53.15
3681,-50.94,50.94
3682,-47.86,47.86
3683,-51.25,51.25
3684,-47.69,47.69
3685,-44.99,44.99
3686,-45.84,45.84
3687,-44.37,44.37
3688,-44.57,44.57
3689,-47.02,47.02
3690,-48.47,48.47
3691,-48.97,48.97
3692,-47.61,47.61
3693,-44.48,44.48
3694,-45.61,45.61
3695,-37.5,37.5
3696,-31.57,31.57
3697,-30.05,30.05
3698,-29.74,29.74
3699,-28.78,28.78
3700,-28.69,28.69
3701,-29.8,29.8
3702,-37.66,37.66
3703,-47.44,47.44
3704,-50.44,50.44
3705,-44.93,44.93
3706,-42.49,42.49
3707,-44.34,44.34
3708,-42.92,42.92
3709,-43.43,43.43
3710,-43.54,43.54
3711,-42.8,42.8
3712,-41.97,41.97
3713,-42.23,42.23
3714,-41.97,41.97
3715,-41.91,41.91
3716,-39.67,39.67
3717,-37.24,37.24
3718,-37.51,37.51
3719,-30.09,30.09
3720,-28.95,28.95
3721,-28,28
3722,-25.95,25.95
3723,-23.68,23.68
3724,-24.07,24.07
3725,-25.03,25.03
3726,-30.97,30.97
3727,-37.67,37.67
3728,-40.32,40.32
3729,-37.42,37.42
3730,-34.95,34.95
3731,-34.98,34.98
3732,-32.83,32.83
3733,-30.09,30.09
3734,-29.83,29.83
3735,-29.82,29.82
3736,-29.8,29.8
3737,-31.42,31.42
3738,-37.37,37.37
3739,-40,40
3740,-37.2,37.2
3741,-36.83,36.83
3742,-36.81,36.81
3743,-31.31,31.31
3744,-28.4,28.4
3745,-27.05,27.05
3746,-26.08,26.08
3747,-25.04,25.04
3748,-25.6,25.6
3749,-27.43,27.43
3750,-32.67,32.67
3751,-35.88,35.88
3752,-34.98,34.98
3753,-34.09,34.09
3754,-33.32,33.32
3755,-31.85,31.85
3756,-30.37,30.37
3757,-29.32,29.32
3758,-28.92,28.92
3759,-28.86,28.86
3760,-28.82,28.82
3761,-30.42,30.42
3762,-35.05,35.05
3763,-37.98,37.98
3764,-37.68,37.68
3765,-36.01,36.01
3766,-33.19,33.19
3767,-29.62,29.62
3768,-28.34,28.34
3769,-26.07,26.07
3770,-25.06,25.06
3771,-24.73,24.73
3772,-24.99,24.99
3773,-24.09,24.09
3774,-26.06,26.06
3775,-28.32,28.32
3776,-28.38,28.38
3777,-27.43,27.43
3778,-26.05,26.05
3779,-26.01,26.01
3780,-25.06,25.06
3781,-20.01,20.01
3782,-17.38,17.38
3783,-17.48,17.48
3784,-19.35,19.35
3785,-26.09,26.09
3786,-32.69,32.69
3787,-38.02,38.02
3788,-34.87,34.87
3789,-33.87,33.87
3790,-34.84,34.84
3791,-30.57,30.57
3792,-29,29
3793,-23.47,23.47
3794,-20.12,20.12
3795,-17.53,17.53
3796,-17.23,17.23
3797,-16.32,16.32
3798,-14.91,14.91
3799,-15,15
3800,-17.1,17.1
3801,-18.13,18.13
3802,-18.03,18.03
3803,-18.72,18.72
3804,-18.45,18.45
3805,-17.1,17.1
3806,-14.06,14.06
3807,-13.7,13.7
3808,-16.55,16.55
3809,-20.08,20.08
3810,-28.53,28.53
3811,-33.24,33.24
3812,-34.85,34.85
3813,-34.93,34.93
3814,-34.92,34.92
3815,-30.22,30.22
3816,-29.32,29.32
3817,-25.24,25.24
3818,-23.58,23.58
3819,-21.21,21.21
3820,-22.25,22.25
3821,-22.28,22.28
3822,-24.33,24.33
3823,-25.07,25.07
3824,-26.09,26.09
3825,-26.93,26.93
3826,-26.46,26.46
3827,-28.89,28.89
3828,-26.06,26.06
3829,-18.99,18.99
3830,-18.99,18.99
3831,-20.05,20.05
3832,-21.15,21.15
3833,-25.91,25.91
3834,-31.53,31.53
3835,-34.16,34.16
3836,-33.04,33.04
3837,-31.7,31.7
3838,-33.15,33.15
3839,-27.13,27.13
3840,-25.56,25.56
3841,-17.83,17.83
3842,-17.23,17.23
3843,-16.82,16.82
3844,-14.88,14.88
3845,-17.7,17.7
3846,-30.01,30.01
3847,-40.12,40.12
3848,-41.27,41.27
3849,-41.84,41.84
3850,-39.99,39.99
3851,-39.14,39.14
3852,-35.04,35.04
3853,-34.97,34.97
3854,-36.08,36.08
3855,-37.12,37.12
3856,-37.74,37.74
3857,-40.9,40.9
3858,-43.84,43.84
3859,-43.03,43.03
3860,-39.91,39.91
3861,-36.92,36.92
3862,-41.84,41.84
3863,-32.38,32.38
3864,-30.03,30.03
3865,-28.71,28.71
3866,-26.74,26.74
3867,-26.07,26.07
3868,-26.01,26.01
3869,-26.55,26.55
3870,-34.92,34.92
3871,-44.99,44.99
3872,-49.54,49.54
3873,-49.51,49.51
3874,-49.88,49.88
3875,-49.94,49.94
3876,-49.4,49.4
3877,-44.98,44.98
3878,-43.77,43.77
3879,-41.81,41.81
3880,-39.57,39.57
3881,-40.96,40.96
3882,-41.55,41.55
3883,-41.97,41.97
3884,-39.6,39.6
3885,-36.24,36.24
3886,-40.44,40.44
3887,-34.03,34.03
3888,-30,30
3889,-28.82,28.82
3890,-27.33,27.33
3891,-25.52,25.52
3892,-25.43,25.43
3893,-27.39,27.39
3894,-33.09,33.09
3895,-44.07,44.07
3896,-46.37,46.37
3897,-46.58,46.58
3898,-46.12,46.12
3899,-46.68,46.68
3900,-42.94,42.94
3901,-41.05,41.05
3902,-39.34,39.34
3903,-38.35,38.35
3904,-37.07,37.07
3905,-39.21,39.21
3906,-42,42
3907,-44.77,44.77
3908,-43.05,43.05
3909,-40.51,40.51
3910,-39.39,39.39
3911,-33.94,33.94
3912,-29.88,29.88
3913,-28.2,28.2
3914,-26.72,26.72
3915,-24.41,24.41
3916,-24.41,24.41
3917,-26.15,26.15
3918,-30.39,30.39
3919,-39.1,39.1
3920,-39.55,39.55
3921,-35.48,35.48
3922,-33.95,33.95
3923,-32.13,32.13
3924,-30.7,30.7
3925,-29.09,29.09
3926,-28.91,28.91
3927,-28.34,28.34
3928,-28.53,28.53
3929,-29.06,29.06
3930,-30.64,30.64
3931,-33.94,33.94
3932,-30.62,30.62
3933,-30.33,30.33
3934,-35.09,35.09
3935,-30.25,30.25
3936,-25.02,25.02
3937,-23.68,23.68
3938,-20.77,20.77
3939,-19.57,19.57
3940,-18.42,18.42
3941,-16.41,16.41
3942,-20.7,20.7
3943,-23.79,23.79
3944,-26.63,26.63
3945,-28.07,28.07
3946,-27.84,27.84
3947,-27.14,27.14
3948,-25.03,25.03
3949,-21.51,21.51
3950,-20.53,20.53
3951,-19.05,19.05
3952,-18.54,18.54
3953,-23.9,23.9
3954,-28.05,28.05
3955,-29.07,29.07
3956,-29.37,29.37
3957,-29.63,29.63
3958,-29.76,29.76
3959,-28.75,28.75
3960,-25.99,25.99
3961,-20.08,20.08
3962,-18.1,18.1
3963,-19.18,19.18
3964,-16.99,16.99
3965,-13.93,13.93
3966,-16.43,16.43
3967,-17.87,17.87
3968,-12.56,12.56
3969,-13.08,13.08
3970,-13.48,13.48
3971,-14.28,14.28
3972,-15.06,15.06
3973,-12.55,12.55
3974,-10.13,10.13
3975,-9.31,9.31
3976,-11.9,11.9
3977,-12.55,12.55
3978,-24.35,24.35
3979,-28.39,28.39
3980,-29.08,29.08
3981,-29.78,29.78
3982,-31.42,31.42
3983,-27.58,27.58
3984,-27.3,27.3
3985,-24.76,24.76
3986,-22.93,22.93
3987,-21.49,21.49
3988,-20.9,20.9
3989,-24.89,24.89
3990,-33.93,33.93
3991,-41.17,41.17
3992,-41.93,41.93
3993,-38.04,38.04
3994,-35.8,35.8
3995,-36.9,36.9
3996,-34.41,34.41
3997,-33.96,33.96
3998,-32.6,32.6
3999,-31.5,31.5
4000,-32.14,32.14
4001,-33.61,33.61
4002,-35.11,35.11
4003,-36.82,36.82
4004,-35.99,35.99
4005,-34.53,34.53
4006,-36.05,36.05
4007,-30.58,30.58
4008,-29.09,29.09
4009,-28.03,28.03
4010,-26.44,26.44
4011,-26.7,26.7
4012,-27.9,27.9
4013,-28.57,28.57
4014,-36.96,36.96
4015,-44.71,44.71
4016,-51.99,51.99
4017,-52.44,52.44
4018,-50,50
4019,-49.99,49.99
4020,-42.98,42.98
4021,-41.83,41.83
4022,-41.45,41.45
4023,-39.72,39.72
4024,-37.44,37.44
4025,-38.34,38.34
4026,-39.84,39.84
4027,-41.21,41.21
4028,-41.22,41.22
4029,-36.31,36.31
4030,-40.48,40.48
4031,-35.65,35.65
4032,-29.87,29.87
4033,-28.1,28.1
4034,-27.41,27.41
4035,-26.14,26.14
4036,-27.72,27.72
4037,-28.22,28.22
4038,-34.97,34.97
4039,-41.97,41.97
4040,-41.97,41.97
4041,-40.86,40.86
4042,-40.31,40.31
4043,-42.13,42.13
4044,-39.14,39.14
4045,-37.8,37.8
4046,-36.06,36.06
4047,-34.51,34.51
4048,-32.64,32.64
4049,-33.49,33.49
4050,-35.7,35.7
4051,-38.01,38.01
4052,-35.85,35.85
4053,-34,34
4054,-37.15,37.15
4055,-34.92,34.92
4056,-30.78,30.78
4057,-27.04,27.04
4058,-26.38,26.38
4059,-24.43,24.43
4060,-22.31,22.31
4061,-24.28,24.28
4062,-27.32,27.32
4063,-29.56,29.56
4064,-32.05,32.05
4065,-30.75,30.75
4066,-29.04,29.04
4067,-28.11,28.11
4068,-23.99,23.99
4069,-15.99,15.99
4070,-12.42,12.42
4071,-12.57,12.57
4072,-14.13,14.13
4073,-24.12,24.12
4074,-28.14,28.14
4075,-30,30
4076,-29.91,29.91
4077,-29.06,29.06
4078,-34.02,34.02
4079,-27.08,27.08
4080,-23.6,23.6
4081,-19.77,19.77
4082,-18.67,18.67
4083,-14.95,14.95
4084,-16.34,16.34
4085,-19.91,19.91
4086,-28.94,28.94
4087,-35,35
4088,-35.96,35.96
4089,-37.23,37.23
4090,-36.05,36.05
4091,-35.96,35.96
4092,-33.91,33.91
4093,-28.08,28.08
4094,-24.84,24.84
4095,-24.41,24.41
4096,-24.8,24.8
4097,-28.24,28.24
4098,-32.95,32.95
4099,-35.42,35.42
4100,-34.94,34.94
4101,-33.51,33.51
4102,-35.87,35.87
4103,-33.92,33.92
4104,-26.01,26.01
4105,-23.32,23.32
4106,-20.62,20.62
4107,-19.45,19.45
4108,-19.12,19.12
4109,-18.63,18.63
4110,-19.46,19.46
4111,-20.94,20.94
4112,-24,24
4113,-25.35,25.35
4114,-24.52,24.52
4115,-24.67,24.67
4116,-23.34,23.34
4117,-20.22,20.22
4118,-18.88,18.88
4119,-19.19,19.19
4120,-19.31,19.31
4121,-20.43,20.43
4122,-24.98,24.98
4123,-27.35,27.35
4124,-28.24,28.24
4125,-29.07,29.07
4126,-32.44,32.44
4127,-29.06,29.06
4128,-27.79,27.79
4129,-22.69,22.69
4130,-19.94,19.94
4131,-17.58,17.58
4132,-15.91,15.91
4133,-14.59,14.59
4134,-13.55,13.55
4135,-13.89,13.89
4136,-13.56,13.56
4137,-15.31,15.31
4138,-14.74,14.74
4139,-15.03,15.03
4140,-12.89,12.89
4141,-9.98,9.98
4142,-4,4
4143,-6.22,6.22
4144,-9.5,9.5
4145,-12.47,12.47
4146,-22.61,22.61
4147,-26.1,26.1
4148,-27.9,27.9
4149,-29.06,29.06
4150,-37.53,37.53
4151,-33.79,33.79
4152,-28,28
4153,-23.69,23.69
4154,-20.93,20.93
4155,-19.94,19.94
4156,-20.18,20.18
4157,-23.88,23.88
4158,-31.21,31.21
4159,-39.01,39.01
4160,-35.96,35.96
4161,-34.26,34.26
4162,-33.99,33.99
4163,-35.9,35.9
4164,-36.52,36.52
4165,-34.94,34.94
4166,-35.07,35.07
4167,-38.45,38.45
4168,-38.36,38.36
4169,-41.94,41.94
4170,-47.91,47.91
4171,-47.84,47.84
4172,-43.98,43.98
4173,-38.48,38.48
4174,-41.92,41.92
4175,-36.31,36.31
4176,-30.36,30.36
4177,-29.49,29.49
4178,-28.54,28.54
4179,-28.01,28.01
4180,-27.87,27.87
4181,-29.03,29.03
4182,-36.12,36.12
4183,-44.9,44.9
4184,-48,48
4185,-49.68,49.68
4186,-50.61,50.61
4187,-54.11,54.11
4188,-47.85,47.85
4189,-45.23,45.23
4190,-41.98,41.98
4191,-39.94,39.94
4192,-38.73,38.73
4193,-40.79,40.79
4194,-41.99,41.99
4195,-42.93,42.93
4196,-41.46,41.46
4197,-38.86,38.86
4198,-39.82,39.82
4199,-36.02,36.02
4200,-30.98,30.98
4201,-28.71,28.71
4202,-28.23,28.23
4203,-26.9,26.9
4204,-26.81,26.81
4205,-28.87,28.87
4206,-35.06,35.06
4207,-44.4,44.4
4208,-45,45
4209,-44.81,44.81
4210,-43.67,43.67
4211,-45.98,45.98
4212,-41.2,41.2
4213,-40.85,40.85
4214,-39.47,39.47
4215,-38.91,38.91
4216,-38.41,38.41
4217,-40.45,40.45
4218,-41.68,41.68
4219,-43.22,43.22
4220,-41.23,41.23
4221,-38.86,38.86
4222,-40.63,40.63
4223,-34.96,34.96
4224,-31.98,31.98
4225,-29.69,29.69
4226,-28.85,28.85
4227,-27.76,27.76
4228,-27.71,27.71
4229,-29.11,29.11
4230,-36.71,36.71
4231,-44.69,44.69
4232,-47.55,47.55
4233,-44.06,44.06
4234,-43.07,43.07
4235,-45.33,45.33
4236,-42.63,42.63
4237,-41.2,41.2
4238,-40.94,40.94
4239,-40.99,40.99
4240,-41.9,41.9
4241,-44.83,44.83
4242,-48.59,48.59
4243,-49.07,49.07
4244,-45.59,45.59
4245,-41.96,41.96
4246,-42.49,42.49
4247,-36.74,36.74
4248,-32.48,32.48
4249,-29.67,29.67
4250,-28.77,28.77
4251,-28.14,28.14
4252,-28.27,28.27
4253,-29.08,29.08
4254,-35.39,35.39
4255,-41.97,41.97
4256,-45.41,45.41
4257,-44.55,44.55
4258,-43.79,43.79
4259,-43.04,43.04
4260,-40.96,40.96
4261,-38.98,38.98
4262,-36.07,36.07
4263,-34.24,34.24
4264,-34.94,34.94
4265,-37.93,37.93
4266,-40.47,40.47
4267,-41.97,41.97
4268,-38.9,38.9
4269,-36,36
4270,-41.96,41.96
4271,-38.54,38.54
4272,-33.91,33.91
4273,-30.21,30.21
4274,-28.98,28.98
4275,-28.02,28.02
4276,-27.15,27.15
4277,-27.07,27.07
4278,-27.99,27.99
4279,-29.99,29.99
4280,-31.78,31.78
4281,-32.93,32.93
4282,-32.22,32.22
4283,-31.75,31.75
4284,-31.43,31.43
4285,-30.07,30.07
4286,-28.78,28.78
4287,-28.41,28.41
4288,-29.83,29.83
4289,-31.99,31.99
4290,-34.98,34.98
4291,-37.29,37.29
4292,-35.92,35.92
4293,-33.33,33.33
4294,-35.63,35.63
4295,-33.82,33.82
4296,-28.7,28.7
4297,-26.87,26.87
4298,-24.58,24.58
4299,-22.95,22.95
4300,-22.72,22.72
4301,-22.51,22.51
4302,-21.79,21.79
4303,-20.1,20.1
4304,-24.8,24.8
4305,-28.09,28.09
4306,-30.55,30.55
4307,-32.4,32.4
4308,-31.52,31.52
4309,-28.19,28.19
4310,-27.7,27.7
4311,-26.73,26.73
4312,-26.1,26.1
4313,-28.62,28.62
4314,-31.29,31.29
4315,-32.56,32.56
4316,-33.96,33.96
4317,-33.99,33.99
4318,-33.98,33.98
4319,-31.37,31.37
4320,-28.08,28.08
4321,-26.96,26.96
4322,-25,25
4323,-24.01,24.01
4324,-24.4,24.4
4325,-26.78,26.78
4326,-34.08,34.08
4327,-41.26,41.26
4328,-41.93,41.93
4329,-42.29,42.29
4330,-40.97,40.97
4331,-40.48,40.48
4332,-38.96,38.96
4333,-38.71,38.71
4334,-36.28,36.28
4335,-34.11,34.11
4336,-33.24,33.24
4337,-34.6,34.6
4338,-37,37
4339,-40.37,40.37
4340,-39.44,39.44
4341,-36.23,36.23
4342,-36.09,36.09
4343,-31.67,31.67
4344,-28.52,28.52
4345,-26.77,26.77
4346,-24.85,24.85
4347,-25.08,25.08
4348,-25.97,25.97
4349,-26.9,26.9
4350,-33.59,33.59
4351,-40.1,40.1
4352,-40.63,40.63
4353,-38.34,38.34
4354,-37.77,37.77
4355,-38.49,38.49
4356,-35.69,35.69
4357,-34.19,34.19
4358,-33.63,33.63
4359,-33.54,33.54
4360,-33.58,33.58
4361,-35.18,35.18
4362,-39,39
4363,-41.92,41.92
4364,-40.09,40.09
4365,-38.87,38.87
4366,-39.38,39.38
4367,-31.16,31.16
4368,-28.61,28.61
4369,-27.46,27.46
4370,-26.07,26.07
4371,-25.15,25.15
4372,-25.81,25.81
4373,-27.97,27.97
4374,-31.63,31.63
4375,-39.91,39.91
4376,-39.99,39.99
4377,-39.61,39.61
4378,-39.13,39.13
4379,-40.43,40.43
4380,-38.41,38.41
4381,-36.96,36.96
4382,-36,36
4383,-34.95,34.95
4384,-33.82,33.82
4385,-36.08,36.08
4386,-38.59,38.59
4387,-39.91,39.91
4388,-39.02,39.02
4389,-36.9,36.9
4390,-38.88,38.88
4391,-32.59,32.59
4392,-30.03,30.03
4393,-28.3,28.3
4394,-26.8,26.8
4395,-25.1,25.1
4396,-25.3,25.3
4397,-26.87,26.87
4398,-31.4,31.4
4399,-36.92,36.92
4400,-38.73,38.73
4401,-36.95,36.95
4402,-35.46,35.46
4403,-36.3,36.3
4404,-31.36,31.36
4405,-30.14,30.14
4406,-29.71,29.71
4407,-30.42,30.42
4408,-30.6,30.6
4409,-36,36
4410,-38.79,38.79
4411,-39.96,39.96
4412,-39.3,39.3
4413,-38.94,38.94
4414,-39.43,39.43
4415,-33.12,33.12
4416,-28.54,28.54
4417,-26.87,26.87
4418,-25.69,25.69
4419,-25.06,25.06
4420,-24.99,24.99
4421,-26.04,26.04
4422,-30.28,30.28
4423,-37,37
4424,-38.5,38.5
4425,-37.44,37.44
4426,-37.04,37.04
4427,-36.33,36.33
4428,-32.92,32.92
4429,-30.53,30.53
4430,-30.06,30.06
4431,-30.06,30.06
4432,-30.56,30.56
4433,-33.97,33.97
4434,-36.94,36.94
4435,-37.96,37.96
4436,-36.93,36.93
4437,-32.9,32.9
4438,-31.65,31.65
4439,-27.3,27.3
4440,-27.82,27.82
4441,-25.4,25.4
4442,-25.05,25.05
4443,-24.76,24.76
4444,-24.41,24.41
4445,-24.03,24.03
4446,-24.4,24.4
4447,-27.6,27.6
4448,-31.9,31.9
4449,-33.91,33.91
4450,-33.63,33.63
4451,-32.44,32.44
4452,-28,28
4453,-25.04,25.04
4454,-23.44,23.44
4455,-24.28,24.28
4456,-25.02,25.02
4457,-28.11,28.11
4458,-31.37,31.37
4459,-32.89,32.89
4460,-33.01,33.01
4461,-31.6,31.6
4462,-29.09,29.09
4463,-27.5,27.5
4464,-25.68,25.68
4465,-24.11,24.11
4466,-23.55,23.55
4467,-22.6,22.6
4468,-22.02,22.02
4469,-20.03,20.03
4470,-20.08,20.08
4471,-22.79,22.79
4472,-23.88,23.88
4473,-15.64,15.64
4474,-15.44,15.44
4475,-16.07,16.07
4476,-16.62,16.62
4477,-15.06,15.06
4478,-12.77,12.77
4479,-13.93,13.93
4480,-15.02,15.02
4481,-25.09,25.09
4482,-29.05,29.05
4483,-31.33,31.33
4484,-32.95,32.95
4485,-33.74,33.74
4486,-35.55,35.55
4487,-27.76,27.76
4488,-26.45,26.45
4489,-24.43,24.43
4490,-24.23,24.23
4491,-24.38,24.38
4492,-24.14,24.14
4493,-26.02,26.02
4494,-33.09,33.09
4495,-36.93,36.93
4496,-37.16,37.16
4497,-36.94,36.94
4498,-37.26,37.26
4499,-38.13,38.13
4500,-37.98,37.98
4501,-36.97,36.97
4502,-36.19,36.19
4503,-35.29,35.29
4504,-36.15,36.15
4505,-37.97,37.97
4506,-39.23,39.23
4507,-40,40
4508,-38.91,38.91
4509,-36.17,36.17
4510,-36,36
4511,-29.64,29.64
4512,-28.07,28.07
4513,-27.18,27.18
4514,-25.97,25.97
4515,-25.07,25.07
4516,-25.08,25.08
4517,-25.93,25.93
4518,-30.87,30.87
4519,-40.26,40.26
4520,-42.98,42.98
4521,-43.07,43.07
4522,-45.09,45.09
4523,-44.99,44.99
4524,-42.03,42.03
4525,-40.49,40.49
4526,-38.55,38.55
4527,-36.99,36.99
4528,-36.18,36.18
4529,-35,35
4530,-33.98,33.98
4531,-33.03,33.03
4532,-30.83,30.83
4533,-29.64,29.64
4534,-29.15,29.15
4535,-26.04,26.04
4536,-25.22,25.22
4537,-23.99,23.99
4538,-22.04,22.04
4539,-20.92,20.92
4540,-21.7,21.7
4541,-24.2,24.2
4542,-27.61,27.61
4543,-34.95,34.95
4544,-39.08,39.08
4545,-39.75,39.75
4546,-40,40
4547,-41.91,41.91
4548,-38.64,38.64
4549,-39.74,39.74
4550,-36.94,36.94
4551,-35.1,35.1
4552,-32,32
4553,-34.9,34.9
4554,-35.61,35.61
4555,-35.19,35.19
4556,-33.41,33.41
4557,-32.14,32.14
4558,-30.74,30.74
4559,-26.44,26.44
4560,-25.07,25.07
4561,-21.85,21.85
4562,-21.04,21.04
4563,-21.37,21.37
4564,-22.95,22.95
4565,-25.56,25.56
4566,-29.4,29.4
4567,-36.46,36.46
4568,-40.18,40.18
4569,-39.91,39.91
4570,-39.68,39.68
4571,-39,39
4572,-34.58,34.58
4573,-32.86,32.86
4574,-31.88,31.88
4575,-31.85,31.85
4576,-32.77,32.77
4577,-34.94,34.94
4578,-35.85,35.85
4579,-36,36
4580,-33.8,33.8
4581,-32.11,32.11
4582,-31.08,31.08
4583,-28.49,28.49
4584,-25.95,25.95
4585,-25,25
4586,-23.84,23.84
4587,-23.24,23.24
4588,-23.59,23.59
4589,-25.86,25.86
4590,-30.09,30.09
4591,-36.74,36.74
4592,-37.47,37.47
4593,-36.48,36.48
4594,-35.94,35.94
4595,-36.27,36.27
4596,-32.98,32.98
4597,-32.16,32.16
4598,-30.79,30.79
4599,-30.22,30.22
4600,-29.73,29.73
4601,-32.39,32.39
4602,-33.53,33.53
4603,-35,35
4604,-35.97,35.97
4605,-35.93,35.93
4606,-35.98,35.98
4607,-29.88,29.88
4608,-30.13,30.13
4609,-26.5,26.5
4610,-25.1,25.1
4611,-25.07,25.07
4612,-24.88,24.88
4613,-24.58,24.58
4614,-25.1,25.1
4615,-29.79,29.79
4616,-32.93,32.93
4617,-34.65,34.65
4618,-33.77,33.77
4619,-33.46,33.46
4620,-28.86,28.86
4621,-25.06,25.06
4622,-23.03,23.03
4623,-23.01,23.01
4624,-25.08,25.08
4625,-29.52,29.52
4626,-32.86,32.86
4627,-35.96,35.96
4628,-35.98,35.98
4629,-35.91,35.91
4630,-35.97,35.97
4631,-29.89,29.89
4632,-27.72,27.72
4633,-25.22,25.22
4634,-24.02,24.02
4635,-22.69,22.69
4636,-21.04,21.04
4637,-19.61,19.61
4638,-18.09,18.09
4639,-19.99,19.99
4640,-23.09,23.09
4641,-25.62,25.62
4642,-26.06,26.06
4643,-27.04,27.04
4644,-25.01,25.01
4645,-22.07,22.07
4646,-15.01,15.01
4647,-16.61,16.61
4648,-23,23
4649,-25.05,25.05
4650,-28.15,28.15
4651,-31.16,31.16
4652,-32.65,32.65
4653,-30.68,30.68
4654,-31.01,31.01
4655,-27.01,27.01
4656,-25.22,25.22
4657,-23.05,23.05
4658,-20.96,20.96
4659,-19.74,19.74
4660,-18.37,18.37
4661,-23.52,23.52
4662,-34,34
4663,-41.46,41.46
4664,-41.96,41.96
4665,-40.78,40.78
4666,-38.01,38.01
4667,-35.95,35.95
4668,-32.65,32.65
4669,-31.03,31.03
4670,-29.94,29.94
4671,-29.7,29.7
4672,-29.94,29.94
4673,-33.97,33.97
4674,-37.5,37.5
4675,-38.87,38.87
4676,-38.08,38.08
4677,-35.93,35.93
4678,-35.91,35.91
4679,-30,30
4680,-28.21,28.21
4681,-26.1,26.1
4682,-25.22,25.22
4683,-25.07,25.07
4684,-25.23,25.23
4685,-27.05,27.05
4686,-29.62,29.62
4687,-35.36,35.36
4688,-36.1,36.1
4689,-34.92,34.92
4690,-35.23,35.23
4691,-36.94,36.94
4692,-35.93,35.93
4693,-34.92,34.92
4694,-34,34
4695,-33.92,33.92
4696,-33.68,33.68
4697,-35.36,35.36
4698,-37.49,37.49
4699,-39.7,39.7
4700,-39.81,39.81
4701,-38.98,38.98
4702,-38.04,38.04
4703,-33.54,33.54
4704,-29.3,29.3
4705,-28.3,28.3
4706,-26.74,26.74
4707,-26.51,26.51
4708,-26.79,26.79
4709,-28.33,28.33
4710,-33.74,33.74
4711,-40.3,40.3
4712,-41.8,41.8
4713,-38.91,38.91
4714,-38.56,38.56
4715,-38.96,38.96
4716,-37.16,37.16
4717,-37.41,37.41
4718,-37.71,37.71
4719,-36.19,36.19
4720,-34.94,34.94
4721,-36.12,36.12
4722,-38.47,38.47
4723,-42.28,42.28
4724,-42.06,42.06
4725,-39.24,39.24
4726,-39.81,39.81
4727,-34.45,34.45
4728,-31.36,31.36
4729,-28.56,28.56
4730,-28.01,28.01
4731,-28.31,28.31
4732,-28.21,28.21
4733,-29.59,29.59
4734,-35.85,35.85
4735,-42.1,42.1
4736,-43.05,43.05
4737,-39.8,39.8
4738,-38.58,38.58
4739,-40.48,40.48
4740,-37.92,37.92
4741,-36.53,36.53
4742,-36.9,36.9
4743,-35.2,35.2
4744,-34.99,34.99
4745,-38.45,38.45
4746,-42.36,42.36
4747,-42.64,42.64
4748,-40.65,40.65
4749,-38.94,38.94
4750,-38.89,38.89
4751,-33.15,33.15
4752,-31.09,31.09
4753,-29.44,29.44
4754,-28.4,28.4
4755,-28.09,28.09
4756,-27.69,27.69
4757,-29.44,29.44
4758,-35.44,35.44
4759,-41.75,41.75
4760,-42.44,42.44
4761,-40.72,40.72
4762,-39.77,39.77
4763,-38.1,38.1
4764,-36.99,36.99
4765,-34.26,34.26
4766,-33.93,33.93
4767,-33.72,33.72
4768,-33.98,33.98
4769,-37.93,37.93
4770,-41.16,41.16
4771,-43.03,43.03
4772,-40.73,40.73
4773,-36.93,36.93
4774,-39.5,39.5
4775,-37.92,37.92
4776,-31.36,31.36
4777,-28.56,28.56
4778,-27.04,27.04
4779,-26.78,26.78
4780,-26.65,26.65
4781,-26.24,26.24
4782,-27.43,27.43
4783,-29.48,29.48
